Flight Number,Departure City,Arrival City,Duration,Price,Airline,Changes,Adult,Distance
KL1704,Brusel,Vídeň,11:50,9598,AF,1,1,917
OS354,Brusel,Vídeň,1:40,9834,LH,0,1,917
LH1689,Praha,Vídeň,3:00,9933,LH,1,1,253
LO238,Brusel,Vídeň,15:40,10042,LO,1,1,917
LH5583,Brusel,Vídeň,3:15,10325,LH,1,1,917
PC5066,Brusel,Bratislava,24:40,10467,PC,2,1,970
LH5569,Brusel,Vídeň,4:45,10527,LH,1,1,917
OS712,Praha,Vídeň,0:50,10615,LH,0,1,253
LX1101,Mnichov,Vídeň,3:00,10941,LH,1,1,356
OS116,Mnichov,Vídeň,1:05,11023,LH,0,1,356
EW83,Mnichov,Vídeň,3:25,11305,4U,1,1,356
LH9492,Mnichov,Vídeň,3:40,11363,LH,1,1,356
OS104,Mnichov,Vídeň,1:05,11484,LH,0,1,356
MS788,Mnichov,Bratislava,25:55,11779,MS,2,1,411
SN2907,Brusel,Vídeň,1:45,11832,LH,0,1,917
LH5627,Brusel,Vídeň,3:50,11861,LH,1,1,917
LH1689,Praha,Vídeň,3:00,11922,LH,1,1,253
MS798,Vídeň,Bratislava,27:35,12376,MS,2,1,55
MS788,Mnichov,Bratislava,27:10,12378,MS,2,1,411
MS790,Praha,Bratislava,26:45,12521,MS,2,1,291
PC1676,Vídeň,Bratislava,19:45,12806,PC,2,1,55
LH1403,Praha,Vídeň,3:45,12981,LH,1,1,253
MS788,Mnichov,Bratislava,27:10,13127,MS,2,1,411
LH115,Mnichov,Vídeň,3:55,13177,LH,1,1,356
EW81,Mnichov,Vídeň,6:25,13384,4U,1,1,356
EW9085,Mnichov,Vídeň,6:10,13384,4U,1,1,356
OS356,Brusel,Vídeň,1:40,13649,LH,0,1,917
MS788,Mnichov,Bratislava,25:55,13673,MS,2,1,411
LH5571,Brusel,Vídeň,3:45,13729,LH,1,1,917
EW4238,Praha,Vídeň,5:10,13897,4U,1,1,253
FR2854,Brusel,Bratislava,1:50,1354,FR,0,1,970
FR2973,Brusel,Bratislava,1:50,1354,FR,0,1,970
FR2854,Brusel,Bratislava,1:50,1354,FR,0,1,970
FR2854,Brusel,Bratislava,1:50,1879,FR,0,1,970
FR2854,Brusel,Bratislava,1:50,2053,FR,0,1,970
FR2973,Brusel,Bratislava,1:50,2053,FR,0,1,970
FR2854,Brusel,Bratislava,1:50,2053,FR,0,1,970
FR2854,Brusel,Bratislava,1:50,2578,FR,0,1,970
FR2854,Brusel,Bratislava,1:50,2603,FR,0,1,970
FR2973,Brusel,Bratislava,1:50,2603,FR,0,1,970
FR2854,Brusel,Bratislava,1:50,2603,FR,0,1,970
FR2854,Brusel,Bratislava,1:50,3127,FR,0,1,970
FR2854,Brusel,Bratislava,1:50,3677,FR,0,1,970
FR2973,Brusel,Bratislava,1:50,3677,FR,0,1,970
FR2854,Brusel,Bratislava,1:50,3677,FR,0,1,970
EW7171,Mnichov,Vídeň,6:50,4028,4U,1,1,356
EW9085,Mnichov,Vídeň,7:00,4028,4U,1,1,356
FR2854,Brusel,Bratislava,1:50,4201,FR,0,1,970
EW4238,Praha,Vídeň,6:00,4443,4U,1,1,253
EW81,Mnichov,Vídeň,6:25,4548,4U,1,1,356
DY1505,Praha,Vídeň,12:05,5495,DY,1,1,253
LO234,Brusel,Vídeň,12:55,5690,LO,1,1,917
SN2901,Brusel,Vídeň,1:45,5712,LH,0,1,917
VY8985,Brusel,Vídeň,15:45,5720,VY,1,1,917
KL1706,Brusel,Vídeň,4:05,5889,AF,1,1,917
LO232,Brusel,Vídeň,10:55,6364,LO,1,1,917
KL1706,Brusel,Vídeň,7:10,6454,AF,1,1,917
OS352,Brusel,Vídeň,1:40,6506,LH,0,1,917
LO236,Brusel,Vídeň,8:30,7089,LO,1,1,917
VY8985,Brusel,Vídeň,15:10,7176,VY,1,1,917
LH5573,Brusel,Vídeň,4:15,7302,LH,1,1,917
PC5070,Praha,Bratislava,27:00,7539,PC,2,1,291
LX4545,Brusel,Vídeň,3:15,7986,LH,1,1,917
LH2283,Brusel,Vídeň,3:40,8046,LH,1,1,917
EW9773,Praha,Vídeň,5:35,8218,4U,1,1,253
LH5587,Brusel,Vídeň,3:45,8250,LH,1,1,917
OS712,Praha,Vídeň,0:50,8626,LH,0,1,253
OS352,Brusel,Vídeň,1:40,8789,LH,0,1,917
OS112,Mnichov,Vídeň,1:05,9307,LH,0,1,356
EW9083,Mnichov,Vídeň,5:00,9486,4U,1,1,356
KL1704,Brusel,Vídeň,11:50,9598,AF,1,1,917
OS354,Brusel,Vídeň,1:40,9834,LH,0,1,917
LH1689,Praha,Vídeň,3:00,9933,LH,1,1,253
LO238,Brusel,Vídeň,15:40,10042,LO,1,1,917
LH5583,Brusel,Vídeň,3:15,10325,LH,1,1,917
PC5066,Brusel,Bratislava,24:40,10467,PC,2,1,970
LH5569,Brusel,Vídeň,4:45,10527,LH,1,1,917
OS712,Praha,Vídeň,0:50,10615,LH,0,1,253
LX1101,Mnichov,Vídeň,3:00,10941,LH,1,1,356
OS116,Mnichov,Vídeň,1:05,11023,LH,0,1,356
EW83,Mnichov,Vídeň,3:25,11305,4U,1,1,356
LH9492,Mnichov,Vídeň,3:40,11363,LH,1,1,356
OS104,Mnichov,Vídeň,1:05,11484,LH,0,1,356
MS788,Mnichov,Bratislava,25:55,11779,MS,2,1,411
SN2907,Brusel,Vídeň,1:45,11832,LH,0,1,917
LH5627,Brusel,Vídeň,3:50,11861,LH,1,1,917
LH1689,Praha,Vídeň,3:00,11922,LH,1,1,253
MS798,Vídeň,Bratislava,27:35,12376,MS,2,1,55
MS788,Mnichov,Bratislava,27:10,12378,MS,2,1,411
MS790,Praha,Bratislava,26:45,12521,MS,2,1,291
PC1676,Vídeň,Bratislava,19:45,12806,PC,2,1,55
LH1403,Praha,Vídeň,3:45,12981,LH,1,1,253
MS788,Mnichov,Bratislava,27:10,13127,MS,2,1,411
LH115,Mnichov,Vídeň,3:55,13177,LH,1,1,356
EW81,Mnichov,Vídeň,6:25,13384,4U,1,1,356
EW9085,Mnichov,Vídeň,6:10,13384,4U,1,1,356
OS356,Brusel,Vídeň,1:40,13649,LH,0,1,917
MS788,Mnichov,Bratislava,25:55,13673,MS,2,1,411
LH5571,Brusel,Vídeň,3:45,13729,LH,1,1,917
EW4238,Praha,Vídeň,5:10,13897,4U,1,1,253
W42801,Vídeň,Londýn,2:20,1030,W6,0,1,1239
W95776,Praha,Londýn,2:10,1261,W6,0,1,1036
W92601,Praha,Londýn,2:05,1261,W6,0,1,1036
FR1427,Praha,Londýn,1:55,1313,FR,0,1,1036
FR1427,Praha,Londýn,1:55,1313,FR,0,1,1036
FR1375,Praha,Londýn,1:55,1313,FR,0,1,1036
FR1427,Praha,Londýn,1:55,1313,FR,0,1,1036
FR1427,Praha,Londýn,1:55,1313,FR,0,1,1036
W92601,Praha,Londýn,2:05,1375,W6,0,1,1036
FR1427,Praha,Londýn,1:55,1523,FR,0,1,1036
FR1014,Praha,Londýn,1:55,1523,FR,0,1,1036
FR731,Vídeň,Londýn,2:15,1553,FR,0,1,1239
FR7348,Vídeň,Londýn,2:15,1553,FR,0,1,1239
FR7348,Vídeň,Londýn,2:15,1553,FR,0,1,1239
FR729,Vídeň,Londýn,2:15,1553,FR,0,1,1239
FR729,Vídeň,Londýn,2:15,1553,FR,0,1,1239
U22634,Praha,Londýn,2:05,1623,U2,0,1,1036
U22634,Praha,Londýn,2:05,1705,U2,0,1,1036
FR731,Vídeň,Londýn,2:15,1752,FR,0,1,1239
FR7348,Vídeň,Londýn,2:15,1752,FR,0,1,1239
U28784,Praha,Londýn,2:15,1754,U2,0,1,1036
W42803,Vídeň,Londýn,2:25,1824,W6,0,1,1239
U28782,Praha,Londýn,2:10,1836,U2,0,1,1036
U28642,Mnichov,Londýn,2:05,1914,U2,0,1,921
W42801,Vídeň,Londýn,2:20,1926,W6,0,1,1239
BA863,Praha,Londýn,2:10,1933,BA,0,1,1036
FR7348,Vídeň,Londýn,2:15,1977,FR,0,1,1239
FR1427,Praha,Londýn,1:55,2023,FR,0,1,1036
FR1427,Praha,Londýn,1:55,2023,FR,0,1,1036
FR1375,Praha,Londýn,1:55,2023,FR,0,1,1036
FR1427,Praha,Londýn,1:55,2023,FR,0,1,1036
FR1427,Praha,Londýn,1:55,2023,FR,0,1,1036
U26496,Mnichov,Londýn,2:05,2119,U2,0,1,921
BA857,Praha,Londýn,1:55,2146,BA,0,1,1036
FR1427,Praha,Londýn,1:55,2223,FR,0,1,1036
FR1014,Praha,Londýn,1:55,2223,FR,0,1,1036
FR731,Vídeň,Londýn,2:15,2252,FR,0,1,1239
FR7348,Vídeň,Londýn,2:15,2252,FR,0,1,1239
FR7348,Vídeň,Londýn,2:15,2252,FR,0,1,1239
FR729,Vídeň,Londýn,2:15,2252,FR,0,1,1239
FR729,Vídeň,Londýn,2:15,2252,FR,0,1,1239
BA857,Praha,Londýn,1:55,2345,BA,0,1,1036
BA857,Praha,Londýn,2:00,2345,BA,0,1,1036
BA863,Praha,Londýn,2:10,2345,BA,0,1,1036
FR1427,Praha,Londýn,1:55,2423,FR,0,1,1036
BA399,Brusel,Londýn,1:20,2439,BA,0,1,322
FR731,Vídeň,Londýn,2:15,2452,FR,0,1,1239
FR7348,Vídeň,Londýn,2:15,2452,FR,0,1,1239
FR729,Vídeň,Londýn,2:15,2477,FR,0,1,1239
BA947,Mnichov,Londýn,2:10,2506,BA,0,1,921
FR1427,Praha,Londýn,1:55,2573,FR,0,1,1036
FR1427,Praha,Londýn,1:55,2573,FR,0,1,1036
FR1375,Praha,Londýn,1:55,2573,FR,0,1,1036
FR1427,Praha,Londýn,1:55,2573,FR,0,1,1036
FR1427,Praha,Londýn,1:55,2573,FR,0,1,1036
BA399,Brusel,Londýn,1:20,2576,BA,0,1,322
BA947,Mnichov,Londýn,2:10,2647,BA,0,1,921
FR7348,Vídeň,Londýn,2:15,2677,FR,0,1,1239
FR1014,Praha,Londýn,1:55,2703,FR,0,1,1036
BA883,Praha,Londýn,2:10,2719,BA,0,1,1036
FR1427,Praha,Londýn,1:55,2773,FR,0,1,1036
FR1014,Praha,Londýn,1:55,2773,FR,0,1,1036
FR731,Vídeň,Londýn,2:15,2802,FR,0,1,1239
FR7348,Vídeň,Londýn,2:15,2802,FR,0,1,1239
FR7348,Vídeň,Londýn,2:15,2802,FR,0,1,1239
FR729,Vídeň,Londýn,2:15,2802,FR,0,1,1239
FR729,Vídeň,Londýn,2:15,2802,FR,0,1,1239
U28638,Mnichov,Londýn,2:05,2861,U2,0,1,921
BA853,Praha,Londýn,2:10,2943,BA,0,1,1036
FR731,Vídeň,Londýn,2:15,3001,FR,0,1,1239
FR7348,Vídeň,Londýn,2:15,3001,FR,0,1,1239
FR7348,Vídeň,Londýn,2:15,3076,FR,0,1,1239
BA883,Praha,Londýn,2:10,3077,BA,0,1,1036
BA853,Praha,Londýn,2:10,3077,BA,0,1,1036
BA953,Mnichov,Londýn,2:00,3095,BA,0,1,921
FR1427,Praha,Londýn,1:55,3133,FR,0,1,1036
BA703,Vídeň,Londýn,2:20,3174,BA,0,1,1239
FR729,Vídeň,Londýn,2:15,3176,FR,0,1,1239
FR1427,Praha,Londýn,1:55,3203,FR,0,1,1036
FR7348,Vídeň,Londýn,2:15,3226,FR,0,1,1239
BA953,Mnichov,Londýn,2:00,3235,BA,0,1,921
BA953,Mnichov,Londýn,2:00,3235,BA,0,1,921
BA947,Mnichov,Londýn,2:10,3235,BA,0,1,921
BA703,Vídeň,Londýn,2:20,3313,BA,0,1,1239
FR729,Vídeň,Londýn,2:15,3351,FR,0,1,1239
BA853,Praha,Londýn,2:10,3367,BA,0,1,1036
FR1014,Praha,Londýn,1:55,3403,FR,0,1,1036
BA857,Praha,Londýn,2:00,3441,BA,0,1,1036
VY8655,Praha,Londýn,16:30,3444,VY,1,1,1036
W92601,Praha,Londýn,2:05,3473,W6,0,1,1036
W42801,Vídeň,Londýn,2:20,1030,W6,0,1,1239
W95776,Praha,Londýn,2:10,1261,W6,0,1,1036
W92601,Praha,Londýn,2:05,1261,W6,0,1,1036
FR1427,Praha,Londýn,1:55,1313,FR,0,1,1036
FR1427,Praha,Londýn,1:55,1313,FR,0,1,1036
FR1375,Praha,Londýn,1:55,1313,FR,0,1,1036
FR1427,Praha,Londýn,1:55,1313,FR,0,1,1036
FR1427,Praha,Londýn,1:55,1313,FR,0,1,1036
W92601,Praha,Londýn,2:05,1375,W6,0,1,1036
FR1427,Praha,Londýn,1:55,1523,FR,0,1,1036
FR1014,Praha,Londýn,1:55,1523,FR,0,1,1036
FR731,Vídeň,Londýn,2:15,1553,FR,0,1,1239
FR7348,Vídeň,Londýn,2:15,1553,FR,0,1,1239
FR7348,Vídeň,Londýn,2:15,1553,FR,0,1,1239
FR729,Vídeň,Londýn,2:15,1553,FR,0,1,1239
FR729,Vídeň,Londýn,2:15,1553,FR,0,1,1239
U22634,Praha,Londýn,2:05,1623,U2,0,1,1036
U22634,Praha,Londýn,2:05,1705,U2,0,1,1036
FR731,Vídeň,Londýn,2:15,1752,FR,0,1,1239
FR7348,Vídeň,Londýn,2:15,1752,FR,0,1,1239
U28784,Praha,Londýn,2:15,1754,U2,0,1,1036
W42803,Vídeň,Londýn,2:25,1824,W6,0,1,1239
U28782,Praha,Londýn,2:10,1836,U2,0,1,1036
U28642,Mnichov,Londýn,2:05,1914,U2,0,1,921
W42801,Vídeň,Londýn,2:20,1926,W6,0,1,1239
BA863,Praha,Londýn,2:10,1933,BA,0,1,1036
FR7348,Vídeň,Londýn,2:15,1977,FR,0,1,1239
FR1427,Praha,Londýn,1:55,2023,FR,0,1,1036
FR1427,Praha,Londýn,1:55,2023,FR,0,1,1036
FR1375,Praha,Londýn,1:55,2023,FR,0,1,1036
FR1427,Praha,Londýn,1:55,2023,FR,0,1,1036
FR1427,Praha,Londýn,1:55,2023,FR,0,1,1036
U26496,Mnichov,Londýn,2:05,2119,U2,0,1,921
BA857,Praha,Londýn,1:55,2146,BA,0,1,1036
FR1427,Praha,Londýn,1:55,2223,FR,0,1,1036
FR1014,Praha,Londýn,1:55,2223,FR,0,1,1036
FR731,Vídeň,Londýn,2:15,2252,FR,0,1,1239
FR7348,Vídeň,Londýn,2:15,2252,FR,0,1,1239
FR7348,Vídeň,Londýn,2:15,2252,FR,0,1,1239
FR729,Vídeň,Londýn,2:15,2252,FR,0,1,1239
FR729,Vídeň,Londýn,2:15,2252,FR,0,1,1239
BA857,Praha,Londýn,1:55,2345,BA,0,1,1036
BA857,Praha,Londýn,2:00,2345,BA,0,1,1036
BA863,Praha,Londýn,2:10,2345,BA,0,1,1036
FR1427,Praha,Londýn,1:55,2423,FR,0,1,1036
BA399,Brusel,Londýn,1:20,2439,BA,0,1,322
FR731,Vídeň,Londýn,2:15,2452,FR,0,1,1239
FR7348,Vídeň,Londýn,2:15,2452,FR,0,1,1239
FR729,Vídeň,Londýn,2:15,2477,FR,0,1,1239
BA947,Mnichov,Londýn,2:10,2506,BA,0,1,921
FR1427,Praha,Londýn,1:55,2573,FR,0,1,1036
FR1427,Praha,Londýn,1:55,2573,FR,0,1,1036
FR1375,Praha,Londýn,1:55,2573,FR,0,1,1036
FR1427,Praha,Londýn,1:55,2573,FR,0,1,1036
FR1427,Praha,Londýn,1:55,2573,FR,0,1,1036
BA399,Brusel,Londýn,1:20,2576,BA,0,1,322
BA947,Mnichov,Londýn,2:10,2647,BA,0,1,921
FR7348,Vídeň,Londýn,2:15,2677,FR,0,1,1239
FR1014,Praha,Londýn,1:55,2703,FR,0,1,1036
BA883,Praha,Londýn,2:10,2719,BA,0,1,1036
FR1427,Praha,Londýn,1:55,2773,FR,0,1,1036
FR1014,Praha,Londýn,1:55,2773,FR,0,1,1036
FR731,Vídeň,Londýn,2:15,2802,FR,0,1,1239
FR7348,Vídeň,Londýn,2:15,2802,FR,0,1,1239
FR7348,Vídeň,Londýn,2:15,2802,FR,0,1,1239
FR729,Vídeň,Londýn,2:15,2802,FR,0,1,1239
FR729,Vídeň,Londýn,2:15,2802,FR,0,1,1239
U28638,Mnichov,Londýn,2:05,2861,U2,0,1,921
BA853,Praha,Londýn,2:10,2943,BA,0,1,1036
FR731,Vídeň,Londýn,2:15,3001,FR,0,1,1239
FR7348,Vídeň,Londýn,2:15,3001,FR,0,1,1239
FR7348,Vídeň,Londýn,2:15,3076,FR,0,1,1239
BA883,Praha,Londýn,2:10,3077,BA,0,1,1036
BA853,Praha,Londýn,2:10,3077,BA,0,1,1036
BA953,Mnichov,Londýn,2:00,3095,BA,0,1,921
FR1427,Praha,Londýn,1:55,3133,FR,0,1,1036
BA703,Vídeň,Londýn,2:20,3174,BA,0,1,1239
FR729,Vídeň,Londýn,2:15,3176,FR,0,1,1239
FR1427,Praha,Londýn,1:55,3203,FR,0,1,1036
FR7348,Vídeň,Londýn,2:15,3226,FR,0,1,1239
BA953,Mnichov,Londýn,2:00,3235,BA,0,1,921
BA953,Mnichov,Londýn,2:00,3235,BA,0,1,921
BA947,Mnichov,Londýn,2:10,3235,BA,0,1,921
BA703,Vídeň,Londýn,2:20,3313,BA,0,1,1239
FR729,Vídeň,Londýn,2:15,3351,FR,0,1,1239
BA853,Praha,Londýn,2:10,3367,BA,0,1,1036
FR1014,Praha,Londýn,1:55,3403,FR,0,1,1036
BA857,Praha,Londýn,2:00,3441,BA,0,1,1036
VY8655,Praha,Londýn,16:30,3444,VY,1,1,1036
W92601,Praha,Londýn,2:05,3473,W6,0,1,1036
FR2767,Praha,Madrid,3:05,2049,FR,0,1,1775
FR2767,Praha,Madrid,3:05,2549,FR,0,1,1775
FR2767,Praha,Madrid,3:05,2549,FR,0,1,1775
FR2767,Praha,Madrid,3:05,2749,FR,0,1,1775
IB808,Praha,Madrid,3:10,2865,IB,0,1,1775
IB808,Praha,Madrid,3:10,2918,IB,0,1,1775
IB810,Praha,Madrid,3:10,2918,IB,0,1,1775
FR689,Vídeň,Madrid,3:20,2928,FR,0,1,1813
QS1056,Praha,Madrid,3:00,3050,QS,0,1,1775
FR2767,Praha,Madrid,3:05,3129,FR,0,1,1775
IB748,Mnichov,Madrid,2:50,3141,IB,0,1,1487
IB748,Mnichov,Madrid,2:50,3186,IB,0,1,1487
IB812,Praha,Madrid,3:10,3217,IB,0,1,1775
IB812,Praha,Madrid,3:10,3217,IB,0,1,1775
FR2767,Praha,Madrid,3:05,3259,FR,0,1,1775
FR2767,Praha,Madrid,3:05,3259,FR,0,1,1775
FR2767,Praha,Madrid,3:05,3309,FR,0,1,1775
IB742,Mnichov,Madrid,2:50,3561,IB,0,1,1487
IB748,Mnichov,Madrid,2:50,3561,IB,0,1,1487
FR689,Vídeň,Madrid,3:20,3627,FR,0,1,1813
FR5377,Brusel,Madrid,2:25,3627,FR,0,1,1317
QS1056,Praha,Madrid,3:00,3675,QS,0,1,1775
QS1056,Praha,Madrid,3:00,3675,QS,0,1,1775
FR2767,Praha,Madrid,3:05,3809,FR,0,1,1775
FR2767,Praha,Madrid,3:05,3809,FR,0,1,1775
FR2767,Praha,Madrid,3:05,3839,FR,0,1,1775
QS1056,Praha,Madrid,3:00,3925,QS,0,1,1775
FR5377,Brusel,Madrid,2:25,3927,FR,0,1,1317
IB796,Vídeň,Madrid,3:10,3974,IB,0,1,1813
QS1056,Praha,Madrid,3:00,4000,QS,0,1,1775
IB810,Praha,Madrid,3:10,4029,IB,0,1,1775
IB810,Praha,Madrid,3:10,4040,IB,0,1,1775
IB808,Praha,Madrid,3:10,4040,IB,0,1,1775
IB1314,Mnichov,Madrid,2:50,4084,IB,0,1,1487
FR689,Vídeň,Madrid,3:20,4176,FR,0,1,1813
VY5125,Mnichov,Madrid,2:50,4201,VY,0,1,1487
JU315,Vídeň,Madrid,13:00,4203,JU,1,1,1813
JU175,Praha,Madrid,20:30,4212,JU,1,1,1775
JU171,Praha,Madrid,24:30,4212,JU,1,1,1775
LH1693,Praha,Madrid,5:45,4249,LH,1,1,1775
FR5377,Brusel,Madrid,2:25,4251,FR,0,1,1317
TP3367,Brusel,Madrid,10:00,4256,TP,1,1,1317
FR5377,Brusel,Madrid,2:25,4326,FR,0,1,1317
FR2947,Brusel,Madrid,2:30,4351,FR,0,1,1317
SN3721,Brusel,Madrid,2:20,4367,LH,0,1,1317
FR2767,Praha,Madrid,3:05,4389,FR,0,1,1775
FR2767,Praha,Madrid,3:05,4389,FR,0,1,1775
LH1397,Praha,Madrid,5:20,4453,LH,1,1,1775
IB748,Mnichov,Madrid,2:50,4486,IB,0,1,1487
FR689,Vídeň,Madrid,3:20,4501,FR,0,1,1813
FR689,Vídeň,Madrid,3:20,4501,FR,0,1,1813
IB796,Vídeň,Madrid,3:10,4573,IB,0,1,1813
VY5087,Mnichov,Madrid,2:50,4575,VY,0,1,1487
VY5125,Mnichov,Madrid,2:50,4575,VY,0,1,1487
FR5377,Brusel,Madrid,2:25,4626,FR,0,1,1317
IB748,Mnichov,Madrid,2:50,4683,IB,0,1,1487
IB742,Mnichov,Madrid,2:50,4683,IB,0,1,1487
IB748,Mnichov,Madrid,2:50,4683,IB,0,1,1487
FR2947,Brusel,Madrid,2:30,4701,FR,0,1,1317
JU311,Vídeň,Madrid,7:20,4702,JU,1,1,1813
JU315,Vídeň,Madrid,20:20,4702,JU,1,1,1813
JU311,Vídeň,Madrid,7:20,4702,JU,1,1,1813
KM539,Praha,Madrid,17:10,4722,KM,1,1,1775
TP647,Brusel,Madrid,18:25,4805,TP,1,1,1317
TP647,Brusel,Madrid,11:10,4805,TP,1,1,1317
TP643,Brusel,Madrid,8:25,4805,TP,1,1,1317
FR5377,Brusel,Madrid,2:25,4876,FR,0,1,1317
TP643,Brusel,Madrid,25:10,4893,TP,1,1,1317
FR2767,Praha,Madrid,3:05,4899,FR,0,1,1775
FR2767,Praha,Madrid,3:05,4899,FR,0,1,1775
QS1056,Praha,Madrid,3:00,4925,QS,0,1,1775
FR5377,Brusel,Madrid,2:25,4951,FR,0,1,1317
JU171,Praha,Madrid,7:50,4956,JU,1,1,1775
VY5077,Vídeň,Madrid,3:10,4989,VY,0,1,1813
QS1056,Praha,Madrid,3:00,5050,QS,0,1,1775
FR2947,Brusel,Madrid,2:30,5051,FR,0,1,1317
LH1689,Praha,Madrid,4:35,5172,LH,1,1,1775
IB798,Vídeň,Madrid,3:10,5172,IB,0,1,1813
FR5377,Brusel,Madrid,2:25,5176,FR,0,1,1317
FR689,Vídeň,Madrid,3:20,5201,FR,0,1,1813
FR689,Vídeň,Madrid,3:20,5201,FR,0,1,1813
QS1056,Praha,Madrid,3:00,5250,QS,0,1,1775
FR689,Vídeň,Madrid,3:20,5251,FR,0,1,1813
LH1800,Mnichov,Madrid,2:45,5339,LH,0,1,1487
SN2816,Praha,Madrid,5:00,5346,LH,1,1,1775
LH1393,Praha,Madrid,5:50,5373,LH,1,1,1775
FR2947,Brusel,Madrid,2:30,5400,FR,0,1,1317
LH1403,Praha,Madrid,6:15,5401,LH,1,1,1775
AF1183,Praha,Madrid,18:55,5403,AF,1,1,1775
IB742,Mnichov,Madrid,2:50,5407,IB,0,1,1487
FR2767,Praha,Madrid,3:05,2049,FR,0,1,1775
FR2767,Praha,Madrid,3:05,2549,FR,0,1,1775
FR2767,Praha,Madrid,3:05,2549,FR,0,1,1775
FR2767,Praha,Madrid,3:05,2749,FR,0,1,1775
IB808,Praha,Madrid,3:10,2865,IB,0,1,1775
IB808,Praha,Madrid,3:10,2918,IB,0,1,1775
IB810,Praha,Madrid,3:10,2918,IB,0,1,1775
FR689,Vídeň,Madrid,3:20,2928,FR,0,1,1813
QS1056,Praha,Madrid,3:00,3050,QS,0,1,1775
FR2767,Praha,Madrid,3:05,3129,FR,0,1,1775
IB748,Mnichov,Madrid,2:50,3141,IB,0,1,1487
IB748,Mnichov,Madrid,2:50,3186,IB,0,1,1487
IB812,Praha,Madrid,3:10,3217,IB,0,1,1775
IB812,Praha,Madrid,3:10,3217,IB,0,1,1775
FR2767,Praha,Madrid,3:05,3259,FR,0,1,1775
FR2767,Praha,Madrid,3:05,3259,FR,0,1,1775
FR2767,Praha,Madrid,3:05,3309,FR,0,1,1775
IB742,Mnichov,Madrid,2:50,3561,IB,0,1,1487
IB748,Mnichov,Madrid,2:50,3561,IB,0,1,1487
FR689,Vídeň,Madrid,3:20,3627,FR,0,1,1813
FR5377,Brusel,Madrid,2:25,3627,FR,0,1,1317
QS1056,Praha,Madrid,3:00,3675,QS,0,1,1775
QS1056,Praha,Madrid,3:00,3675,QS,0,1,1775
FR2767,Praha,Madrid,3:05,3809,FR,0,1,1775
FR2767,Praha,Madrid,3:05,3809,FR,0,1,1775
FR2767,Praha,Madrid,3:05,3839,FR,0,1,1775
QS1056,Praha,Madrid,3:00,3925,QS,0,1,1775
FR5377,Brusel,Madrid,2:25,3927,FR,0,1,1317
IB796,Vídeň,Madrid,3:10,3974,IB,0,1,1813
QS1056,Praha,Madrid,3:00,4000,QS,0,1,1775
IB810,Praha,Madrid,3:10,4029,IB,0,1,1775
IB810,Praha,Madrid,3:10,4040,IB,0,1,1775
IB808,Praha,Madrid,3:10,4040,IB,0,1,1775
IB1314,Mnichov,Madrid,2:50,4084,IB,0,1,1487
FR689,Vídeň,Madrid,3:20,4176,FR,0,1,1813
VY5125,Mnichov,Madrid,2:50,4201,VY,0,1,1487
JU315,Vídeň,Madrid,13:00,4203,JU,1,1,1813
JU175,Praha,Madrid,20:30,4212,JU,1,1,1775
JU171,Praha,Madrid,24:30,4212,JU,1,1,1775
LH1693,Praha,Madrid,5:45,4249,LH,1,1,1775
FR5377,Brusel,Madrid,2:25,4251,FR,0,1,1317
TP3367,Brusel,Madrid,10:00,4256,TP,1,1,1317
FR5377,Brusel,Madrid,2:25,4326,FR,0,1,1317
FR2947,Brusel,Madrid,2:30,4351,FR,0,1,1317
SN3721,Brusel,Madrid,2:20,4367,LH,0,1,1317
FR2767,Praha,Madrid,3:05,4389,FR,0,1,1775
FR2767,Praha,Madrid,3:05,4389,FR,0,1,1775
LH1397,Praha,Madrid,5:20,4453,LH,1,1,1775
IB748,Mnichov,Madrid,2:50,4486,IB,0,1,1487
FR689,Vídeň,Madrid,3:20,4501,FR,0,1,1813
FR689,Vídeň,Madrid,3:20,4501,FR,0,1,1813
IB796,Vídeň,Madrid,3:10,4573,IB,0,1,1813
VY5087,Mnichov,Madrid,2:50,4575,VY,0,1,1487
VY5125,Mnichov,Madrid,2:50,4575,VY,0,1,1487
FR5377,Brusel,Madrid,2:25,4626,FR,0,1,1317
IB748,Mnichov,Madrid,2:50,4683,IB,0,1,1487
IB742,Mnichov,Madrid,2:50,4683,IB,0,1,1487
IB748,Mnichov,Madrid,2:50,4683,IB,0,1,1487
FR2947,Brusel,Madrid,2:30,4701,FR,0,1,1317
JU311,Vídeň,Madrid,7:20,4702,JU,1,1,1813
JU315,Vídeň,Madrid,20:20,4702,JU,1,1,1813
JU311,Vídeň,Madrid,7:20,4702,JU,1,1,1813
KM539,Praha,Madrid,17:10,4722,KM,1,1,1775
TP647,Brusel,Madrid,18:25,4805,TP,1,1,1317
TP647,Brusel,Madrid,11:10,4805,TP,1,1,1317
TP643,Brusel,Madrid,8:25,4805,TP,1,1,1317
FR5377,Brusel,Madrid,2:25,4876,FR,0,1,1317
TP643,Brusel,Madrid,25:10,4893,TP,1,1,1317
FR2767,Praha,Madrid,3:05,4899,FR,0,1,1775
FR2767,Praha,Madrid,3:05,4899,FR,0,1,1775
QS1056,Praha,Madrid,3:00,4925,QS,0,1,1775
FR5377,Brusel,Madrid,2:25,4951,FR,0,1,1317
JU171,Praha,Madrid,7:50,4956,JU,1,1,1775
VY5077,Vídeň,Madrid,3:10,4989,VY,0,1,1813
