Flight Number,Departure City,Arrival City,Duration,Price,Airline,Changes,Adult,Distance
QS1056,Praha,Madrid,3:00,5050,QS,0,1,1775
FR2947,Brusel,Madrid,2:30,5051,FR,0,1,1317
LH1689,Praha,Madrid,4:35,5172,LH,1,1,1775
IB798,Vídeň,Madrid,3:10,5172,IB,0,1,1813
FR5377,Brusel,Madrid,2:25,5176,FR,0,1,1317
FR689,Vídeň,Madrid,3:20,5201,FR,0,1,1813
FR689,Vídeň,Madrid,3:20,5201,FR,0,1,1813
QS1056,Praha,Madrid,3:00,5250,QS,0,1,1775
FR689,Vídeň,Madrid,3:20,5251,FR,0,1,1813
LH1800,Mnichov,Madrid,2:45,5339,LH,0,1,1487
SN2816,Praha,Madrid,5:00,5346,LH,1,1,1775
LH1393,Praha,Madrid,5:50,5373,LH,1,1,1775
FR2947,Brusel,Madrid,2:30,5400,FR,0,1,1317
LH1403,Praha,Madrid,6:15,5401,LH,1,1,1775
AF1183,Praha,Madrid,18:55,5403,AF,1,1,1775
IB742,Mnichov,Madrid,2:50,5407,IB,0,1,1487
FR755,Vídeň,Stockholm,2:10,1404,FR,0,1,1243
FR755,Vídeň,Stockholm,2:10,1404,FR,0,1,1243
FR755,Vídeň,Stockholm,2:15,1404,FR,0,1,1243
FR755,Vídeň,Stockholm,2:10,1404,FR,0,1,1243
FR4629,Brusel,Stockholm,2:15,1479,FR,0,1,1283
FR4629,Brusel,Stockholm,2:15,1479,FR,0,1,1283
FR755,Vídeň,Stockholm,2:15,1754,FR,0,1,1243
EW4236,Praha,Stockholm,1:50,1779,4U,0,1,1055
D82621,Praha,Stockholm,1:55,1834,DY,0,1,1055
FR755,Vídeň,Stockholm,2:15,1953,FR,0,1,1243
EW4236,Praha,Stockholm,1:50,2047,4U,0,1,1055
FR755,Vídeň,Stockholm,2:10,2103,FR,0,1,1243
FR755,Vídeň,Stockholm,2:10,2103,FR,0,1,1243
FR755,Vídeň,Stockholm,2:15,2103,FR,0,1,1243
FR755,Vídeň,Stockholm,2:10,2103,FR,0,1,1243
FR4629,Brusel,Stockholm,2:15,2178,FR,0,1,1283
FR4629,Brusel,Stockholm,2:15,2178,FR,0,1,1283
FR4629,Brusel,Stockholm,2:15,2303,FR,0,1,1283
FR4629,Brusel,Stockholm,2:15,2303,FR,0,1,1283
D84502,Mnichov,Stockholm,2:10,2314,DY,0,1,1316
FR755,Vídeň,Stockholm,2:15,2453,FR,0,1,1243
FR755,Vídeň,Stockholm,2:10,2653,FR,0,1,1243
FR755,Vídeň,Stockholm,2:10,2653,FR,0,1,1243
FR755,Vídeň,Stockholm,2:15,2653,FR,0,1,1243
FR755,Vídeň,Stockholm,2:10,2653,FR,0,1,1243
FR755,Vídeň,Stockholm,2:15,2653,FR,0,1,1243
FR755,Vídeň,Stockholm,2:15,2703,FR,0,1,1243
FR4629,Brusel,Stockholm,2:15,2728,FR,0,1,1283
FR4629,Brusel,Stockholm,2:15,2728,FR,0,1,1283
QS8126,Praha,Stockholm,1:50,2944,QS,0,1,1055
FR4629,Brusel,Stockholm,2:15,3003,FR,0,1,1283
FR755,Vídeň,Stockholm,2:15,3003,FR,0,1,1243
FR4629,Brusel,Stockholm,2:15,3003,FR,0,1,1283
QS8126,Praha,Stockholm,1:50,3194,QS,0,1,1055
FR755,Vídeň,Stockholm,2:15,3202,FR,0,1,1243
EW4236,Praha,Stockholm,1:50,3284,LH,0,1,1055
FR4629,Brusel,Stockholm,2:15,3352,FR,0,1,1283
FR755,Vídeň,Stockholm,2:15,3402,FR,0,1,1243
EW9771,Praha,Stockholm,5:05,3437,4U,1,1,1055
QS8126,Praha,Stockholm,1:50,3445,QS,0,1,1055
EW9085,Mnichov,Stockholm,5:25,3508,4U,1,1,1316
EW7173,Mnichov,Stockholm,5:35,3508,4U,1,1,1316
EW4236,Praha,Stockholm,1:50,3534,LH,0,1,1055
FR4629,Brusel,Stockholm,2:15,3552,FR,0,1,1283
FR4629,Brusel,Stockholm,2:15,3552,FR,0,1,1283
FR755,Vídeň,Stockholm,2:10,3727,FR,0,1,1243
FR755,Vídeň,Stockholm,2:10,3727,FR,0,1,1243
FR755,Vídeň,Stockholm,2:15,3727,FR,0,1,1243
FR755,Vídeň,Stockholm,2:10,3727,FR,0,1,1243
EW4236,Praha,Stockholm,1:50,3734,LH,0,1,1055
FR4629,Brusel,Stockholm,2:15,3802,FR,0,1,1283
FR4629,Brusel,Stockholm,2:15,3802,FR,0,1,1283
OS311,Vídeň,Stockholm,2:10,3894,LH,0,1,1243
EW4238,Praha,Stockholm,4:25,3897,4U,1,1,1055
EW9753,Vídeň,Stockholm,7:05,3898,4U,1,1,1243
EW7753,Vídeň,Stockholm,6:10,3898,4U,1,1,1243
LH1695,Praha,Stockholm,4:40,3923,LH,1,1,1055
FR755,Vídeň,Stockholm,2:15,3952,FR,0,1,1243
SN2297,Brusel,Stockholm,2:20,4006,LH,0,1,1283
SN2297,Brusel,Stockholm,2:20,4012,LH,0,1,1283
EW9083,Mnichov,Stockholm,8:05,4028,4U,1,1,1316
FR4629,Brusel,Stockholm,2:15,4052,FR,0,1,1283
FR755,Vídeň,Stockholm,2:15,4077,FR,0,1,1243
JU311,Vídeň,Stockholm,10:05,4078,JU,1,1,1243
JU315,Vídeň,Stockholm,23:05,4078,JU,1,1,1243
JU315,Vídeň,Stockholm,23:05,4078,JU,1,1,1243
JU311,Vídeň,Stockholm,10:05,4078,JU,1,1,1243
JU315,Vídeň,Stockholm,12:25,4078,JU,1,1,1243
JU311,Vídeň,Stockholm,10:05,4078,JU,1,1,1243
JU315,Vídeň,Stockholm,12:25,4078,JU,1,1,1243
JU315,Vídeň,Stockholm,12:25,4078,JU,1,1,1243
SN2810,Praha,Stockholm,4:50,4098,LH,1,1,1055
OS712,Praha,Stockholm,6:55,4116,LH,1,1,1055
LH1395,Praha,Stockholm,4:15,4125,LH,1,1,1055
EW9773,Praha,Stockholm,8:40,4175,4U,1,1,1055
FR755,Vídeň,Stockholm,2:15,4276,FR,0,1,1243
DY1505,Praha,Stockholm,11:30,4359,DY,1,1,1055
LH1689,Praha,Stockholm,4:45,4468,LH,1,1,1055
FR4629,Brusel,Stockholm,2:15,4601,FR,0,1,1283
FR4629,Brusel,Stockholm,2:15,4626,FR,0,1,1283
FR755,Vídeň,Stockholm,2:10,1404,FR,0,1,1243
FR755,Vídeň,Stockholm,2:10,1404,FR,0,1,1243
FR755,Vídeň,Stockholm,2:15,1404,FR,0,1,1243
FR755,Vídeň,Stockholm,2:10,1404,FR,0,1,1243
FR4629,Brusel,Stockholm,2:15,1479,FR,0,1,1283
FR4629,Brusel,Stockholm,2:15,1479,FR,0,1,1283
FR755,Vídeň,Stockholm,2:15,1754,FR,0,1,1243
EW4236,Praha,Stockholm,1:50,1779,4U,0,1,1055
D82621,Praha,Stockholm,1:55,1834,DY,0,1,1055
FR755,Vídeň,Stockholm,2:15,1953,FR,0,1,1243
EW4236,Praha,Stockholm,1:50,2047,4U,0,1,1055
FR755,Vídeň,Stockholm,2:10,2103,FR,0,1,1243
FR755,Vídeň,Stockholm,2:10,2103,FR,0,1,1243
FR755,Vídeň,Stockholm,2:15,2103,FR,0,1,1243
FR755,Vídeň,Stockholm,2:10,2103,FR,0,1,1243
FR4629,Brusel,Stockholm,2:15,2178,FR,0,1,1283
FR4629,Brusel,Stockholm,2:15,2178,FR,0,1,1283
FR4629,Brusel,Stockholm,2:15,2303,FR,0,1,1283
FR4629,Brusel,Stockholm,2:15,2303,FR,0,1,1283
D84502,Mnichov,Stockholm,2:10,2314,DY,0,1,1316
FR755,Vídeň,Stockholm,2:15,2453,FR,0,1,1243
FR755,Vídeň,Stockholm,2:10,2653,FR,0,1,1243
FR755,Vídeň,Stockholm,2:10,2653,FR,0,1,1243
FR755,Vídeň,Stockholm,2:15,2653,FR,0,1,1243
FR755,Vídeň,Stockholm,2:10,2653,FR,0,1,1243
FR755,Vídeň,Stockholm,2:15,2653,FR,0,1,1243
FR755,Vídeň,Stockholm,2:15,2703,FR,0,1,1243
FR4629,Brusel,Stockholm,2:15,2728,FR,0,1,1283
FR4629,Brusel,Stockholm,2:15,2728,FR,0,1,1283
QS8126,Praha,Stockholm,1:50,2944,QS,0,1,1055
FR4629,Brusel,Stockholm,2:15,3003,FR,0,1,1283
FR755,Vídeň,Stockholm,2:15,3003,FR,0,1,1243
FR4629,Brusel,Stockholm,2:15,3003,FR,0,1,1283
QS8126,Praha,Stockholm,1:50,3194,QS,0,1,1055
FR755,Vídeň,Stockholm,2:15,3202,FR,0,1,1243
EW4236,Praha,Stockholm,1:50,3284,LH,0,1,1055
FR4629,Brusel,Stockholm,2:15,3352,FR,0,1,1283
FR755,Vídeň,Stockholm,2:15,3402,FR,0,1,1243
EW9771,Praha,Stockholm,5:05,3437,4U,1,1,1055
QS8126,Praha,Stockholm,1:50,3445,QS,0,1,1055
EW9085,Mnichov,Stockholm,5:25,3508,4U,1,1,1316
EW7173,Mnichov,Stockholm,5:35,3508,4U,1,1,1316
EW4236,Praha,Stockholm,1:50,3534,LH,0,1,1055
FR4629,Brusel,Stockholm,2:15,3552,FR,0,1,1283
FR4629,Brusel,Stockholm,2:15,3552,FR,0,1,1283
FR755,Vídeň,Stockholm,2:10,3727,FR,0,1,1243
FR755,Vídeň,Stockholm,2:10,3727,FR,0,1,1243
FR755,Vídeň,Stockholm,2:15,3727,FR,0,1,1243
FR755,Vídeň,Stockholm,2:10,3727,FR,0,1,1243
EW4236,Praha,Stockholm,1:50,3734,LH,0,1,1055
FR4629,Brusel,Stockholm,2:15,3802,FR,0,1,1283
FR4629,Brusel,Stockholm,2:15,3802,FR,0,1,1283
OS311,Vídeň,Stockholm,2:10,3894,LH,0,1,1243
EW4238,Praha,Stockholm,4:25,3897,4U,1,1,1055
EW9753,Vídeň,Stockholm,7:05,3898,4U,1,1,1243
EW7753,Vídeň,Stockholm,6:10,3898,4U,1,1,1243
LH1695,Praha,Stockholm,4:40,3923,LH,1,1,1055
FR755,Vídeň,Stockholm,2:15,3952,FR,0,1,1243
SN2297,Brusel,Stockholm,2:20,4006,LH,0,1,1283
SN2297,Brusel,Stockholm,2:20,4012,LH,0,1,1283
EW9083,Mnichov,Stockholm,8:05,4028,4U,1,1,1316
FR4629,Brusel,Stockholm,2:15,4052,FR,0,1,1283
FR755,Vídeň,Stockholm,2:15,4077,FR,0,1,1243
JU311,Vídeň,Stockholm,10:05,4078,JU,1,1,1243
JU315,Vídeň,Stockholm,23:05,4078,JU,1,1,1243
JU315,Vídeň,Stockholm,23:05,4078,JU,1,1,1243
JU311,Vídeň,Stockholm,10:05,4078,JU,1,1,1243
JU315,Vídeň,Stockholm,12:25,4078,JU,1,1,1243
JU311,Vídeň,Stockholm,10:05,4078,JU,1,1,1243
JU315,Vídeň,Stockholm,12:25,4078,JU,1,1,1243
JU315,Vídeň,Stockholm,12:25,4078,JU,1,1,1243
SN2810,Praha,Stockholm,4:50,4098,LH,1,1,1055
OS712,Praha,Stockholm,6:55,4116,LH,1,1,1055
LH1395,Praha,Stockholm,4:15,4125,LH,1,1,1055
EW9773,Praha,Stockholm,8:40,4175,4U,1,1,1055
FR755,Vídeň,Stockholm,2:15,4276,FR,0,1,1243
DY1505,Praha,Stockholm,11:30,4359,DY,1,1,1055
LH1689,Praha,Stockholm,4:45,4468,LH,1,1,1055
FR4629,Brusel,Stockholm,2:15,4601,FR,0,1,1283
FR4629,Brusel,Stockholm,2:15,4626,FR,0,1,1283
EW4215,Barcelona,Praha,2:30,2315,4U,0,1,1355
EW9441,Barcelona,Praha,8:50,3252,4U,1,1,1355
QS8011,Barcelona,Praha,2:30,3397,QS,0,1,1355
VY8652,Barcelona,Praha,2:30,3473,VY,0,1,1355
EW4215,Barcelona,Praha,2:30,3842,LH,0,1,1355
VY8654,Barcelona,Praha,2:30,3863,VY,0,1,1355
LH1815,Barcelona,Praha,5:40,4227,LH,1,1,1355
SN3704,Barcelona,Praha,7:15,4402,LH,1,1,1355
LX1953,Barcelona,Praha,4:20,4417,LH,1,1,1355
OS392,Barcelona,Praha,6:05,4417,LH,1,1,1355
LH1125,Barcelona,Praha,7:30,4430,LH,1,1,1355
QS8011,Barcelona,Praha,2:30,4648,QS,0,1,1355
LH1127,Barcelona,Praha,5:00,5155,LH,1,1,1355
AF1049,Barcelona,Praha,5:10,5613,AF,1,1,1355
AF1249,Barcelona,Praha,14:30,5613,AF,1,1,1355
AF1049,Barcelona,Praha,5:10,5613,AF,1,1,1355
AF1249,Barcelona,Praha,22:20,5646,AF,1,1,1355
AF1249,Barcelona,Praha,16:20,5646,AF,1,1,1355
AF1249,Barcelona,Praha,24:30,5646,AF,1,1,1355
JU585,Barcelona,Praha,12:10,5765,JU,1,1,1355
LH1809,Barcelona,Praha,3:50,5824,LH,1,1,1355
AF1249,Barcelona,Praha,14:30,5828,AF,1,1,1355
IB5652,Barcelona,Praha,2:30,5867,IB,0,1,1355
LO438,Barcelona,Praha,5:35,5877,LO,1,1,1355
LH1815,Barcelona,Praha,5:40,5949,LH,1,1,1355
LH1809,Barcelona,Praha,3:50,5949,LH,1,1,1355
LH1809,Barcelona,Praha,3:50,5949,LH,1,1,1355
VY8652,Barcelona,Praha,2:30,5983,VY,0,1,1355
IB5652,Barcelona,Praha,2:30,5992,IB,0,1,1355
SN3698,Barcelona,Praha,5:30,5999,LH,1,1,1355
TP1039,Barcelona,Praha,20:00,6001,TP,1,1,1355
KL1520,Barcelona,Praha,12:30,6008,AF,1,1,1355
LH1815,Barcelona,Praha,5:40,6011,LH,1,1,1355
LX1959,Barcelona,Praha,4:45,6014,LH,1,1,1355
TP1031,Barcelona,Praha,7:15,6025,TP,1,1,1355
TP1039,Barcelona,Praha,13:55,6025,TP,1,1,1355
LH1139,Barcelona,Praha,6:50,6026,LH,1,1,1355
SN3704,Barcelona,Praha,7:15,6112,SN,1,1,1355
LX1953,Barcelona,Praha,4:20,6116,LX,1,1,1355
LX1957,Barcelona,Praha,13:05,6116,LX,1,1,1355
LX1953,Barcelona,Praha,4:25,6116,LX,1,1,1355
LX1957,Barcelona,Praha,13:05,6116,LX,1,1,1355
LX1951,Barcelona,Praha,8:05,6116,LX,1,1,1355
LX1951,Barcelona,Praha,12:25,6116,LX,1,1,1355
OS392,Barcelona,Praha,6:05,6130,OS,1,1,1355
OS394,Barcelona,Praha,13:55,6130,OS,1,1,1355
LH1125,Barcelona,Praha,7:30,6148,LH,1,1,1355
LH1135,Barcelona,Praha,4:20,6148,LH,1,1,1355
LH1127,Barcelona,Praha,5:00,6148,LH,1,1,1355
LH1139,Barcelona,Praha,6:50,6148,LH,1,1,1355
LH1817,Barcelona,Praha,14:10,6149,LH,1,1,1355
LH1817,Barcelona,Praha,14:10,6149,LH,1,1,1355
SN3704,Barcelona,Praha,7:15,6187,LH,1,1,1355
LX1953,Barcelona,Praha,4:20,6202,LH,1,1,1355
OS392,Barcelona,Praha,6:05,6202,LH,1,1,1355
LH1125,Barcelona,Praha,7:30,6214,LH,1,1,1355
KL1520,Barcelona,Praha,12:30,6238,KL,1,1,1355
KL1520,Barcelona,Praha,12:40,6238,KL,1,1,1355
KL1520,Barcelona,Praha,12:40,6238,KL,1,1,1355
KL1498,Barcelona,Praha,4:25,6238,KL,1,1,1355
KL1520,Barcelona,Praha,12:40,6238,KL,1,1,1355
VY8652,Barcelona,Praha,2:30,6383,VY,0,1,1355
VY8652,Barcelona,Praha,2:30,6383,VY,0,1,1355
SN3706,Barcelona,Praha,20:35,6401,SN,1,1,1355
IB5652,Barcelona,Praha,2:30,6418,IB,0,1,1355
IB5652,Barcelona,Praha,2:30,6418,IB,0,1,1355
LH1139,Barcelona,Praha,16:25,6537,LH,1,1,1355
LH1137,Barcelona,Praha,15:15,6537,LH,1,1,1355
LH1815,Barcelona,Praha,17:15,6538,LH,1,1,1355
AF1249,Barcelona,Praha,14:30,6563,AF,1,1,1355
EW4215,Barcelona,Praha,2:30,2315,4U,0,1,1355
EW9441,Barcelona,Praha,8:50,3252,4U,1,1,1355
QS8011,Barcelona,Praha,2:30,3397,QS,0,1,1355
VY8652,Barcelona,Praha,2:30,3473,VY,0,1,1355
EW4215,Barcelona,Praha,2:30,3842,LH,0,1,1355
VY8654,Barcelona,Praha,2:30,3863,VY,0,1,1355
LH1815,Barcelona,Praha,5:40,4227,LH,1,1,1355
SN3704,Barcelona,Praha,7:15,4402,LH,1,1,1355
LX1953,Barcelona,Praha,4:20,4417,LH,1,1,1355
OS392,Barcelona,Praha,6:05,4417,LH,1,1,1355
LH1125,Barcelona,Praha,7:30,4430,LH,1,1,1355
QS8011,Barcelona,Praha,2:30,4648,QS,0,1,1355
LH1127,Barcelona,Praha,5:00,5155,LH,1,1,1355
AF1049,Barcelona,Praha,5:10,5613,AF,1,1,1355
AF1249,Barcelona,Praha,14:30,5613,AF,1,1,1355
AF1049,Barcelona,Praha,5:10,5613,AF,1,1,1355
AF1249,Barcelona,Praha,22:20,5646,AF,1,1,1355
AF1249,Barcelona,Praha,16:20,5646,AF,1,1,1355
AF1249,Barcelona,Praha,24:30,5646,AF,1,1,1355
JU585,Barcelona,Praha,12:10,5765,JU,1,1,1355
LH1809,Barcelona,Praha,3:50,5824,LH,1,1,1355
AF1249,Barcelona,Praha,14:30,5828,AF,1,1,1355
IB5652,Barcelona,Praha,2:30,5867,IB,0,1,1355
LO438,Barcelona,Praha,5:35,5877,LO,1,1,1355
LH1815,Barcelona,Praha,5:40,5949,LH,1,1,1355
LH1809,Barcelona,Praha,3:50,5949,LH,1,1,1355
LH1809,Barcelona,Praha,3:50,5949,LH,1,1,1355
VY8652,Barcelona,Praha,2:30,5983,VY,0,1,1355
IB5652,Barcelona,Praha,2:30,5992,IB,0,1,1355
SN3698,Barcelona,Praha,5:30,5999,LH,1,1,1355
TP1039,Barcelona,Praha,20:00,6001,TP,1,1,1355
KL1520,Barcelona,Praha,12:30,6008,AF,1,1,1355
LH1815,Barcelona,Praha,5:40,6011,LH,1,1,1355
LX1959,Barcelona,Praha,4:45,6014,LH,1,1,1355
TP1031,Barcelona,Praha,7:15,6025,TP,1,1,1355
TP1039,Barcelona,Praha,13:55,6025,TP,1,1,1355
LH1139,Barcelona,Praha,6:50,6026,LH,1,1,1355
SN3704,Barcelona,Praha,7:15,6112,SN,1,1,1355
LX1953,Barcelona,Praha,4:20,6116,LX,1,1,1355
LX1957,Barcelona,Praha,13:05,6116,LX,1,1,1355
LX1953,Barcelona,Praha,4:25,6116,LX,1,1,1355
LX1957,Barcelona,Praha,13:05,6116,LX,1,1,1355
LX1951,Barcelona,Praha,8:05,6116,LX,1,1,1355
LX1951,Barcelona,Praha,12:25,6116,LX,1,1,1355
OS392,Barcelona,Praha,6:05,6130,OS,1,1,1355
OS394,Barcelona,Praha,13:55,6130,OS,1,1,1355
LH1125,Barcelona,Praha,7:30,6148,LH,1,1,1355
LH1135,Barcelona,Praha,4:20,6148,LH,1,1,1355
LH1127,Barcelona,Praha,5:00,6148,LH,1,1,1355
LH1139,Barcelona,Praha,6:50,6148,LH,1,1,1355
LH1817,Barcelona,Praha,14:10,6149,LH,1,1,1355
LH1817,Barcelona,Praha,14:10,6149,LH,1,1,1355
SN3704,Barcelona,Praha,7:15,6187,LH,1,1,1355
LX1953,Barcelona,Praha,4:20,6202,LH,1,1,1355
OS392,Barcelona,Praha,6:05,6202,LH,1,1,1355
LH1125,Barcelona,Praha,7:30,6214,LH,1,1,1355
KL1520,Barcelona,Praha,12:30,6238,KL,1,1,1355
KL1520,Barcelona,Praha,12:40,6238,KL,1,1,1355
KL1520,Barcelona,Praha,12:40,6238,KL,1,1,1355
KL1498,Barcelona,Praha,4:25,6238,KL,1,1,1355
KL1520,Barcelona,Praha,12:40,6238,KL,1,1,1355
VY8652,Barcelona,Praha,2:30,6383,VY,0,1,1355
VY8652,Barcelona,Praha,2:30,6383,VY,0,1,1355
SN3706,Barcelona,Praha,20:35,6401,SN,1,1,1355
IB5652,Barcelona,Praha,2:30,6418,IB,0,1,1355
IB5652,Barcelona,Praha,2:30,6418,IB,0,1,1355
LH1139,Barcelona,Praha,16:25,6537,LH,1,1,1355
LH1137,Barcelona,Praha,15:15,6537,LH,1,1,1355
LH1815,Barcelona,Praha,17:15,6538,LH,1,1,1355
AF1249,Barcelona,Praha,14:30,6563,AF,1,1,1355
FR87,Vídeň,Brusel,1:45,1354,FR,0,1,917
FR8080,Vídeň,Brusel,1:45,1354,FR,0,1,917
FR8080,Vídeň,Brusel,1:45,1354,FR,0,1,917
FR8080,Vídeň,Brusel,1:45,1354,FR,0,1,917
FR87,Vídeň,Brusel,1:45,1354,FR,0,1,917
FR69,Praha,Brusel,1:30,1569,FR,0,1,719
FR69,Praha,Brusel,1:30,1569,FR,0,1,719
FR69,Praha,Brusel,1:30,1569,FR,0,1,719
FR69,Praha,Brusel,1:30,1569,FR,0,1,719
FR2122,Praha,Brusel,1:30,1569,FR,0,1,719
FR87,Vídeň,Brusel,1:45,1679,FR,0,1,917
FR69,Praha,Brusel,1:30,1749,FR,0,1,719
FR87,Vídeň,Brusel,1:45,2053,FR,0,1,917
FR8080,Vídeň,Brusel,1:45,2053,FR,0,1,917
FR8080,Vídeň,Brusel,1:45,2053,FR,0,1,917
FR8080,Vídeň,Brusel,1:45,2053,FR,0,1,917
FR87,Vídeň,Brusel,1:45,2053,FR,0,1,917
FR69,Praha,Brusel,1:30,2269,FR,0,1,719
FR69,Praha,Brusel,1:30,2269,FR,0,1,719
FR69,Praha,Brusel,1:30,2269,FR,0,1,719
FR69,Praha,Brusel,1:30,2269,FR,0,1,719
FR2122,Praha,Brusel,1:30,2269,FR,0,1,719
FR87,Vídeň,Brusel,1:45,2378,FR,0,1,917
FR69,Praha,Brusel,1:30,2449,FR,0,1,719
FR87,Vídeň,Brusel,1:45,2603,FR,0,1,917
FR8080,Vídeň,Brusel,1:45,2603,FR,0,1,917
FR8080,Vídeň,Brusel,1:45,2603,FR,0,1,917
FR8080,Vídeň,Brusel,1:45,2603,FR,0,1,917
FR87,Vídeň,Brusel,1:45,2603,FR,0,1,917
FR69,Praha,Brusel,1:30,2829,FR,0,1,719
FR69,Praha,Brusel,1:30,2829,FR,0,1,719
FR69,Praha,Brusel,1:30,2829,FR,0,1,719
FR69,Praha,Brusel,1:30,2829,FR,0,1,719
FR2122,Praha,Brusel,1:30,2829,FR,0,1,719
FR87,Vídeň,Brusel,1:45,2928,FR,0,1,917
FR69,Praha,Brusel,1:30,3009,FR,0,1,719
FR69,Praha,Brusel,1:30,3529,FR,0,1,719
FR87,Vídeň,Brusel,1:45,3677,FR,0,1,917
FR8080,Vídeň,Brusel,1:45,3677,FR,0,1,917
FR8080,Vídeň,Brusel,1:45,3677,FR,0,1,917
FR8080,Vídeň,Brusel,1:45,3677,FR,0,1,917
FR87,Vídeň,Brusel,1:45,3677,FR,0,1,917
FR69,Praha,Brusel,1:30,3909,FR,0,1,719
FR69,Praha,Brusel,1:30,3909,FR,0,1,719
FR69,Praha,Brusel,1:30,3909,FR,0,1,719
FR69,Praha,Brusel,1:30,3909,FR,0,1,719
FR2122,Praha,Brusel,1:30,3909,FR,0,1,719
FR87,Vídeň,Brusel,1:45,4002,FR,0,1,917
FR69,Praha,Brusel,1:30,4089,FR,0,1,719
KL1360,Praha,Brusel,12:41,4215,KL,1,1,719
FR69,Praha,Brusel,1:30,4239,FR,0,1,719
VY8715,Vídeň,Brusel,6:45,4607,VY,1,1,917
LO502,Ostrava,Brusel,3:55,4619,LO,1,1,997
LO530,Praha,Brusel,5:25,4720,LO,1,1,719
LO526,Praha,Brusel,13:45,4720,LO,1,1,719
LO522,Praha,Brusel,4:20,4720,LO,1,1,719
LO526,Praha,Brusel,23:00,4720,LO,1,1,719
LO526,Praha,Brusel,13:45,4720,LO,1,1,719
FR69,Praha,Brusel,1:30,4789,FR,0,1,719
LO502,Ostrava,Brusel,18:40,4835,LO,1,1,997
FR87,Vídeň,Brusel,1:45,1354,FR,0,1,917
FR8080,Vídeň,Brusel,1:45,1354,FR,0,1,917
FR8080,Vídeň,Brusel,1:45,1354,FR,0,1,917
FR8080,Vídeň,Brusel,1:45,1354,FR,0,1,917
FR87,Vídeň,Brusel,1:45,1354,FR,0,1,917
FR69,Praha,Brusel,1:30,1569,FR,0,1,719
FR69,Praha,Brusel,1:30,1569,FR,0,1,719
FR69,Praha,Brusel,1:30,1569,FR,0,1,719
FR69,Praha,Brusel,1:30,1569,FR,0,1,719
FR2122,Praha,Brusel,1:30,1569,FR,0,1,719
FR87,Vídeň,Brusel,1:45,1679,FR,0,1,917
FR69,Praha,Brusel,1:30,1749,FR,0,1,719
FR87,Vídeň,Brusel,1:45,2053,FR,0,1,917
FR8080,Vídeň,Brusel,1:45,2053,FR,0,1,917
FR8080,Vídeň,Brusel,1:45,2053,FR,0,1,917
FR8080,Vídeň,Brusel,1:45,2053,FR,0,1,917
FR87,Vídeň,Brusel,1:45,2053,FR,0,1,917
FR69,Praha,Brusel,1:30,2269,FR,0,1,719
FR69,Praha,Brusel,1:30,2269,FR,0,1,719
FR69,Praha,Brusel,1:30,2269,FR,0,1,719
FR69,Praha,Brusel,1:30,2269,FR,0,1,719
FR2122,Praha,Brusel,1:30,2269,FR,0,1,719
FR87,Vídeň,Brusel,1:45,2378,FR,0,1,917
FR69,Praha,Brusel,1:30,2449,FR,0,1,719
FR87,Vídeň,Brusel,1:45,2603,FR,0,1,917
FR8080,Vídeň,Brusel,1:45,2603,FR,0,1,917
FR8080,Vídeň,Brusel,1:45,2603,FR,0,1,917
FR8080,Vídeň,Brusel,1:45,2603,FR,0,1,917
FR87,Vídeň,Brusel,1:45,2603,FR,0,1,917
FR69,Praha,Brusel,1:30,2829,FR,0,1,719
FR69,Praha,Brusel,1:30,2829,FR,0,1,719
FR69,Praha,Brusel,1:30,2829,FR,0,1,719
FR69,Praha,Brusel,1:30,2829,FR,0,1,719
FR2122,Praha,Brusel,1:30,2829,FR,0,1,719
FR87,Vídeň,Brusel,1:45,2928,FR,0,1,917
FR69,Praha,Brusel,1:30,3009,FR,0,1,719
FR69,Praha,Brusel,1:30,3529,FR,0,1,719
FR87,Vídeň,Brusel,1:45,3677,FR,0,1,917
FR8080,Vídeň,Brusel,1:45,3677,FR,0,1,917
FR8080,Vídeň,Brusel,1:45,3677,FR,0,1,917
FR8080,Vídeň,Brusel,1:45,3677,FR,0,1,917
FR87,Vídeň,Brusel,1:45,3677,FR,0,1,917
FR69,Praha,Brusel,1:30,3909,FR,0,1,719
FR69,Praha,Brusel,1:30,3909,FR,0,1,719
FR69,Praha,Brusel,1:30,3909,FR,0,1,719
FR69,Praha,Brusel,1:30,3909,FR,0,1,719
FR2122,Praha,Brusel,1:30,3909,FR,0,1,719
FR87,Vídeň,Brusel,1:45,4002,FR,0,1,917
FR69,Praha,Brusel,1:30,4089,FR,0,1,719
KL1360,Praha,Brusel,12:41,4215,KL,1,1,719
FR69,Praha,Brusel,1:30,4239,FR,0,1,719
VY8715,Vídeň,Brusel,6:45,4607,VY,1,1,917
LO502,Ostrava,Brusel,3:55,4619,LO,1,1,997
LO530,Praha,Brusel,5:25,4720,LO,1,1,719
LO526,Praha,Brusel,13:45,4720,LO,1,1,719
LO522,Praha,Brusel,4:20,4720,LO,1,1,719
LO526,Praha,Brusel,23:00,4720,LO,1,1,719
LO526,Praha,Brusel,13:45,4720,LO,1,1,719
FR69,Praha,Brusel,1:30,4789,FR,0,1,719
LO502,Ostrava,Brusel,18:40,4835,LO,1,1,997
KL1360,Praha,Brusel,12:41,4215,KL,1,1,719
LO530,Praha,Brusel,5:25,4720,LO,1,1,719
LO526,Praha,Brusel,13:45,4720,LO,1,1,719
