Flight Number,Departure City,Arrival City,Duration,Price,Airline,Changes,Adult
FR2973,Brusel,Bratislava,1:50,2603 ,FR,přímý let,1
FR2854,Brusel,Bratislava,1:50,2603 ,FR,přímý let,1
FR2854,Brusel,Bratislava,1:50,3127 ,FR,přímý let,1
FR2854,Brusel,Bratislava,1:50,3677 ,FR,přímý let,1
FR2973,Brusel,Bratislava,1:50,3677 ,FR,přímý let,1
FR2854,Brusel,Bratislava,1:50,3677 ,FR,přímý let,1
EW7171,Mnichov,Vídeň,6:50,4028 ,4U,1 přestup,1
EW9085,Mnichov,Vídeň,7:00,4028 ,4U,1 přestup,1
FR2854,Brusel,Bratislava,1:50,4201 ,FR,přímý let,1
EW4238,Praha,Vídeň,6:00,4443 ,4U,1 přestup,1
EW81,Mnichov,Vídeň,6:25,4548 ,4U,1 přestup,1
DY1505,Praha,Vídeň,12:05,5495 ,DY,1 přestup,1
LO234,Brusel,Vídeň,12:55,5690 ,LO,1 přestup,1
SN2901,Brusel,Vídeň,1:45,5712 ,LH,přímý let,1
VY8985,Brusel,Vídeň,15:45,5720 ,VY,1 přestup,1
KL1706,Brusel,Vídeň,4:05,5889 ,AF,1 přestup,1
LO232,Brusel,Vídeň,10:55,6364 ,LO,1 přestup,1
KL1706,Brusel,Vídeň,7:10,6454 ,AF,1 přestup,1
OS352,Brusel,Vídeň,1:40,6506 ,LH,přímý let,1
LO236,Brusel,Vídeň,8:30,7089 ,LO,1 přestup,1
VY8985,Brusel,Vídeň,15:10,7176 ,VY,1 přestup,1
LH5573,Brusel,Vídeň,4:15,7302 ,LH,1 přestup,1
PC5070,Praha,Bratislava,27:00,7539 ,PC,2 přestupy,1
LX4545,Brusel,Vídeň,3:15,7986 ,LH,1 přestup,1
LH2283,Brusel,Vídeň,3:40,8046 ,LH,1 přestup,1
EW9773,Praha,Vídeň,5:35,8218 ,4U,1 přestup,1
LH5587,Brusel,Vídeň,3:45,8250 ,LH,1 přestup,1
OS712,Praha,Vídeň,0:50,8626 ,LH,přímý let,1
OS352,Brusel,Vídeň,1:40,8789 ,LH,přímý let,1
OS112,Mnichov,Vídeň,1:05,9307 ,LH,přímý let,1
EW9083,Mnichov,Vídeň,5:00,9486 ,4U,1 přestup,1
KL1704,Brusel,Vídeň,11:50,9598 ,AF,1 přestup,1
OS354,Brusel,Vídeň,1:40,9834 ,LH,přímý let,1
LH1689,Praha,Vídeň,3:00,9933 ,LH,1 přestup,1
LO238,Brusel,Vídeň,15:40,10042 ,LO,1 přestup,1
LH5583,Brusel,Vídeň,3:15,10325 ,LH,1 přestup,1
PC5066,Brusel,Bratislava,24:40,10467 ,PC,2 přestupy,1
LH5569,Brusel,Vídeň,4:45,10527 ,LH,1 přestup,1
OS712,Praha,Vídeň,0:50,10615 ,LH,přímý let,1
LX1101,Mnichov,Vídeň,3:00,10941 ,LH,1 přestup,1
OS116,Mnichov,Vídeň,1:05,11023 ,LH,přímý let,1
EW83,Mnichov,Vídeň,3:25,11305 ,4U,1 přestup,1
LH9492,Mnichov,Vídeň,3:40,11363 ,LH,1 přestup,1
OS104,Mnichov,Vídeň,1:05,11484 ,LH,přímý let,1
MS788,Mnichov,Bratislava,25:55,11779 ,MS,2 přestupy,1
SN2907,Brusel,Vídeň,1:45,11832 ,LH,přímý let,1
LH5627,Brusel,Vídeň,3:50,11861 ,LH,1 přestup,1
LH1689,Praha,Vídeň,3:00,11922 ,LH,1 přestup,1
MS798,Vídeň,Bratislava,27:35,12376 ,MS,2 přestupy,1
MS788,Mnichov,Bratislava,27:10,12378 ,MS,2 přestupy,1
MS790,Praha,Bratislava,26:45,12521 ,MS,2 přestupy,1
PC1676,Vídeň,Bratislava,19:45,12806 ,PC,2 přestupy,1
LH1403,Praha,Vídeň,3:45,12981 ,LH,1 přestup,1
MS788,Mnichov,Bratislava,27:10,13127 ,MS,2 přestupy,1
LH115,Mnichov,Vídeň,3:55,13177 ,LH,1 přestup,1
EW81,Mnichov,Vídeň,6:25,13384 ,4U,1 přestup,1
EW9085,Mnichov,Vídeň,6:10,13384 ,4U,1 přestup,1
OS356,Brusel,Vídeň,1:40,13649 ,LH,přímý let,1
MS788,Mnichov,Bratislava,25:55,13673 ,MS,2 přestupy,1
LH5571,Brusel,Vídeň,3:45,13729 ,LH,1 přestup,1
EW4238,Praha,Vídeň,5:10,13897 ,4U,1 přestup,1
FR2854,Brusel,Bratislava,1:50,1354 ,FR,přímý let,1
FR2973,Brusel,Bratislava,1:50,1354 ,FR,přímý let,1
FR2854,Brusel,Bratislava,1:50,1354 ,FR,přímý let,1
FR2854,Brusel,Bratislava,1:50,1879 ,FR,přímý let,1
FR2854,Brusel,Bratislava,1:50,2053 ,FR,přímý let,1
FR2973,Brusel,Bratislava,1:50,2053 ,FR,přímý let,1
FR2854,Brusel,Bratislava,1:50,2053 ,FR,přímý let,1
FR2854,Brusel,Bratislava,1:50,2578 ,FR,přímý let,1
FR2854,Brusel,Bratislava,1:50,2603 ,FR,přímý let,1
FR2973,Brusel,Bratislava,1:50,2603 ,FR,přímý let,1
FR2854,Brusel,Bratislava,1:50,2603 ,FR,přímý let,1
FR2854,Brusel,Bratislava,1:50,3127 ,FR,přímý let,1
FR2854,Brusel,Bratislava,1:50,3677 ,FR,přímý let,1
FR2973,Brusel,Bratislava,1:50,3677 ,FR,přímý let,1
FR2854,Brusel,Bratislava,1:50,3677 ,FR,přímý let,1
EW7171,Mnichov,Vídeň,6:50,4028 ,4U,1 přestup,1
EW9085,Mnichov,Vídeň,7:00,4028 ,4U,1 přestup,1
FR2854,Brusel,Bratislava,1:50,4201 ,FR,přímý let,1
EW4238,Praha,Vídeň,6:00,4443 ,4U,1 přestup,1
EW81,Mnichov,Vídeň,6:25,4548 ,4U,1 přestup,1
DY1505,Praha,Vídeň,12:05,5495 ,DY,1 přestup,1
LO234,Brusel,Vídeň,12:55,5690 ,LO,1 přestup,1
SN2901,Brusel,Vídeň,1:45,5712 ,LH,přímý let,1
VY8985,Brusel,Vídeň,15:45,5720 ,VY,1 přestup,1
KL1706,Brusel,Vídeň,4:05,5889 ,AF,1 přestup,1
LO232,Brusel,Vídeň,10:55,6364 ,LO,1 přestup,1
KL1706,Brusel,Vídeň,7:10,6454 ,AF,1 přestup,1
OS352,Brusel,Vídeň,1:40,6506 ,LH,přímý let,1
LO236,Brusel,Vídeň,8:30,7089 ,LO,1 přestup,1
VY8985,Brusel,Vídeň,15:10,7176 ,VY,1 přestup,1
LH5573,Brusel,Vídeň,4:15,7302 ,LH,1 přestup,1
PC5070,Praha,Bratislava,27:00,7539 ,PC,2 přestupy,1
LX4545,Brusel,Vídeň,3:15,7986 ,LH,1 přestup,1
LH2283,Brusel,Vídeň,3:40,8046 ,LH,1 přestup,1
EW9773,Praha,Vídeň,5:35,8218 ,4U,1 přestup,1
LH5587,Brusel,Vídeň,3:45,8250 ,LH,1 přestup,1
OS712,Praha,Vídeň,0:50,8626 ,LH,přímý let,1
OS352,Brusel,Vídeň,1:40,8789 ,LH,přímý let,1
OS112,Mnichov,Vídeň,1:05,9307 ,LH,přímý let,1
EW9083,Mnichov,Vídeň,5:00,9486 ,4U,1 přestup,1
KL1704,Brusel,Vídeň,11:50,9598 ,AF,1 přestup,1
OS354,Brusel,Vídeň,1:40,9834 ,LH,přímý let,1
LH1689,Praha,Vídeň,3:00,9933 ,LH,1 přestup,1
LO238,Brusel,Vídeň,15:40,10042 ,LO,1 přestup,1
LH5583,Brusel,Vídeň,3:15,10325 ,LH,1 přestup,1
PC5066,Brusel,Bratislava,24:40,10467 ,PC,2 přestupy,1
LH5569,Brusel,Vídeň,4:45,10527 ,LH,1 přestup,1
OS712,Praha,Vídeň,0:50,10615 ,LH,přímý let,1
LX1101,Mnichov,Vídeň,3:00,10941 ,LH,1 přestup,1
OS116,Mnichov,Vídeň,1:05,11023 ,LH,přímý let,1
EW83,Mnichov,Vídeň,3:25,11305 ,4U,1 přestup,1
LH9492,Mnichov,Vídeň,3:40,11363 ,LH,1 přestup,1
OS104,Mnichov,Vídeň,1:05,11484 ,LH,přímý let,1
MS788,Mnichov,Bratislava,25:55,11779 ,MS,2 přestupy,1
SN2907,Brusel,Vídeň,1:45,11832 ,LH,přímý let,1
LH5627,Brusel,Vídeň,3:50,11861 ,LH,1 přestup,1
LH1689,Praha,Vídeň,3:00,11922 ,LH,1 přestup,1
MS798,Vídeň,Bratislava,27:35,12376 ,MS,2 přestupy,1
MS788,Mnichov,Bratislava,27:10,12378 ,MS,2 přestupy,1
MS790,Praha,Bratislava,26:45,12521 ,MS,2 přestupy,1
PC1676,Vídeň,Bratislava,19:45,12806 ,PC,2 přestupy,1
LH1403,Praha,Vídeň,3:45,12981 ,LH,1 přestup,1
MS788,Mnichov,Bratislava,27:10,13127 ,MS,2 přestupy,1
LH115,Mnichov,Vídeň,3:55,13177 ,LH,1 přestup,1
EW81,Mnichov,Vídeň,6:25,13384 ,4U,1 přestup,1
EW9085,Mnichov,Vídeň,6:10,13384 ,4U,1 přestup,1
OS356,Brusel,Vídeň,1:40,13649 ,LH,přímý let,1
MS788,Mnichov,Bratislava,25:55,13673 ,MS,2 přestupy,1
LH5571,Brusel,Vídeň,3:45,13729 ,LH,1 přestup,1
EW4238,Praha,Vídeň,5:10,13897 ,4U,1 přestup,1
W42801,Vídeň,Londýn,2:20,1030 ,W6,přímý let,1
W95776,Praha,Londýn,2:10,1261 ,W6,přímý let,1
W92601,Praha,Londýn,2:05,1261 ,W6,přímý let,1
FR1427,Praha,Londýn,1:55,1313 ,FR,přímý let,1
FR1427,Praha,Londýn,1:55,1313 ,FR,přímý let,1
FR1375,Praha,Londýn,1:55,1313 ,FR,přímý let,1
FR1427,Praha,Londýn,1:55,1313 ,FR,přímý let,1
FR1427,Praha,Londýn,1:55,1313 ,FR,přímý let,1
W92601,Praha,Londýn,2:05,1375 ,W6,přímý let,1
FR1427,Praha,Londýn,1:55,1523 ,FR,přímý let,1
FR1014,Praha,Londýn,1:55,1523 ,FR,přímý let,1
FR731,Vídeň,Londýn,2:15,1553 ,FR,přímý let,1
FR7348,Vídeň,Londýn,2:15,1553 ,FR,přímý let,1
FR7348,Vídeň,Londýn,2:15,1553 ,FR,přímý let,1
FR729,Vídeň,Londýn,2:15,1553 ,FR,přímý let,1
FR729,Vídeň,Londýn,2:15,1553 ,FR,přímý let,1
U22634,Praha,Londýn,2:05,1623 ,U2,přímý let,1
U22634,Praha,Londýn,2:05,1705 ,U2,přímý let,1
FR731,Vídeň,Londýn,2:15,1752 ,FR,přímý let,1
FR7348,Vídeň,Londýn,2:15,1752 ,FR,přímý let,1
U28784,Praha,Londýn,2:15,1754 ,U2,přímý let,1
W42803,Vídeň,Londýn,2:25,1824 ,W6,přímý let,1
U28782,Praha,Londýn,2:10,1836 ,U2,přímý let,1
U28642,Mnichov,Londýn,2:05,1914 ,U2,přímý let,1
W42801,Vídeň,Londýn,2:20,1926 ,W6,přímý let,1
BA863,Praha,Londýn,2:10,1933 ,BA,přímý let,1
FR7348,Vídeň,Londýn,2:15,1977 ,FR,přímý let,1
FR1427,Praha,Londýn,1:55,2023 ,FR,přímý let,1
FR1427,Praha,Londýn,1:55,2023 ,FR,přímý let,1
FR1375,Praha,Londýn,1:55,2023 ,FR,přímý let,1
FR1427,Praha,Londýn,1:55,2023 ,FR,přímý let,1
FR1427,Praha,Londýn,1:55,2023 ,FR,přímý let,1
U26496,Mnichov,Londýn,2:05,2119 ,U2,přímý let,1
BA857,Praha,Londýn,1:55,2146 ,BA,přímý let,1
FR1427,Praha,Londýn,1:55,2223 ,FR,přímý let,1
FR1014,Praha,Londýn,1:55,2223 ,FR,přímý let,1
FR731,Vídeň,Londýn,2:15,2252 ,FR,přímý let,1
FR7348,Vídeň,Londýn,2:15,2252 ,FR,přímý let,1
FR7348,Vídeň,Londýn,2:15,2252 ,FR,přímý let,1
FR729,Vídeň,Londýn,2:15,2252 ,FR,přímý let,1
FR729,Vídeň,Londýn,2:15,2252 ,FR,přímý let,1
BA857,Praha,Londýn,1:55,2345 ,BA,přímý let,1
BA857,Praha,Londýn,2:00,2345 ,BA,přímý let,1
BA863,Praha,Londýn,2:10,2345 ,BA,přímý let,1
FR1427,Praha,Londýn,1:55,2423 ,FR,přímý let,1
BA399,Brusel,Londýn,1:20,2439 ,BA,přímý let,1
FR731,Vídeň,Londýn,2:15,2452 ,FR,přímý let,1
FR7348,Vídeň,Londýn,2:15,2452 ,FR,přímý let,1
FR729,Vídeň,Londýn,2:15,2477 ,FR,přímý let,1
BA947,Mnichov,Londýn,2:10,2506 ,BA,přímý let,1
FR1427,Praha,Londýn,1:55,2573 ,FR,přímý let,1
FR1427,Praha,Londýn,1:55,2573 ,FR,přímý let,1
FR1375,Praha,Londýn,1:55,2573 ,FR,přímý let,1
FR1427,Praha,Londýn,1:55,2573 ,FR,přímý let,1
FR1427,Praha,Londýn,1:55,2573 ,FR,přímý let,1
BA399,Brusel,Londýn,1:20,2576 ,BA,přímý let,1
BA947,Mnichov,Londýn,2:10,2647 ,BA,přímý let,1
FR7348,Vídeň,Londýn,2:15,2677 ,FR,přímý let,1
FR1014,Praha,Londýn,1:55,2703 ,FR,přímý let,1
BA883,Praha,Londýn,2:10,2719 ,BA,přímý let,1
FR1427,Praha,Londýn,1:55,2773 ,FR,přímý let,1
FR1014,Praha,Londýn,1:55,2773 ,FR,přímý let,1
FR731,Vídeň,Londýn,2:15,2802 ,FR,přímý let,1
FR7348,Vídeň,Londýn,2:15,2802 ,FR,přímý let,1
FR7348,Vídeň,Londýn,2:15,2802 ,FR,přímý let,1
FR729,Vídeň,Londýn,2:15,2802 ,FR,přímý let,1
FR729,Vídeň,Londýn,2:15,2802 ,FR,přímý let,1
U28638,Mnichov,Londýn,2:05,2861 ,U2,přímý let,1
BA853,Praha,Londýn,2:10,2943 ,BA,přímý let,1
FR731,Vídeň,Londýn,2:15,3001 ,FR,přímý let,1
FR7348,Vídeň,Londýn,2:15,3001 ,FR,přímý let,1
FR7348,Vídeň,Londýn,2:15,3076 ,FR,přímý let,1
BA883,Praha,Londýn,2:10,3077 ,BA,přímý let,1
BA853,Praha,Londýn,2:10,3077 ,BA,přímý let,1
BA953,Mnichov,Londýn,2:00,3095 ,BA,přímý let,1
FR1427,Praha,Londýn,1:55,3133 ,FR,přímý let,1
BA703,Vídeň,Londýn,2:20,3174 ,BA,přímý let,1
FR729,Vídeň,Londýn,2:15,3176 ,FR,přímý let,1
FR1427,Praha,Londýn,1:55,3203 ,FR,přímý let,1
FR7348,Vídeň,Londýn,2:15,3226 ,FR,přímý let,1
BA953,Mnichov,Londýn,2:00,3235 ,BA,přímý let,1
BA953,Mnichov,Londýn,2:00,3235 ,BA,přímý let,1
BA947,Mnichov,Londýn,2:10,3235 ,BA,přímý let,1
BA703,Vídeň,Londýn,2:20,3313 ,BA,přímý let,1
FR729,Vídeň,Londýn,2:15,3351 ,FR,přímý let,1
BA853,Praha,Londýn,2:10,3367 ,BA,přímý let,1
FR1014,Praha,Londýn,1:55,3403 ,FR,přímý let,1
BA857,Praha,Londýn,2:00,3441 ,BA,přímý let,1
VY8655,Praha,Londýn,16:30,3444 ,VY,1 přestup,1
W92601,Praha,Londýn,2:05,3473 ,W6,přímý let,1
W42801,Vídeň,Londýn,2:20,1030 ,W6,přímý let,1
W95776,Praha,Londýn,2:10,1261 ,W6,přímý let,1
W92601,Praha,Londýn,2:05,1261 ,W6,přímý let,1
FR1427,Praha,Londýn,1:55,1313 ,FR,přímý let,1
FR1427,Praha,Londýn,1:55,1313 ,FR,přímý let,1
FR1375,Praha,Londýn,1:55,1313 ,FR,přímý let,1
FR1427,Praha,Londýn,1:55,1313 ,FR,přímý let,1
FR1427,Praha,Londýn,1:55,1313 ,FR,přímý let,1
W92601,Praha,Londýn,2:05,1375 ,W6,přímý let,1
FR1427,Praha,Londýn,1:55,1523 ,FR,přímý let,1
FR1014,Praha,Londýn,1:55,1523 ,FR,přímý let,1
FR731,Vídeň,Londýn,2:15,1553 ,FR,přímý let,1
FR7348,Vídeň,Londýn,2:15,1553 ,FR,přímý let,1
FR7348,Vídeň,Londýn,2:15,1553 ,FR,přímý let,1
FR729,Vídeň,Londýn,2:15,1553 ,FR,přímý let,1
FR729,Vídeň,Londýn,2:15,1553 ,FR,přímý let,1
U22634,Praha,Londýn,2:05,1623 ,U2,přímý let,1
U22634,Praha,Londýn,2:05,1705 ,U2,přímý let,1
FR731,Vídeň,Londýn,2:15,1752 ,FR,přímý let,1
FR7348,Vídeň,Londýn,2:15,1752 ,FR,přímý let,1
U28784,Praha,Londýn,2:15,1754 ,U2,přímý let,1
W42803,Vídeň,Londýn,2:25,1824 ,W6,přímý let,1
U28782,Praha,Londýn,2:10,1836 ,U2,přímý let,1
U28642,Mnichov,Londýn,2:05,1914 ,U2,přímý let,1
W42801,Vídeň,Londýn,2:20,1926 ,W6,přímý let,1
BA863,Praha,Londýn,2:10,1933 ,BA,přímý let,1
FR7348,Vídeň,Londýn,2:15,1977 ,FR,přímý let,1
FR1427,Praha,Londýn,1:55,2023 ,FR,přímý let,1
FR1427,Praha,Londýn,1:55,2023 ,FR,přímý let,1
FR1375,Praha,Londýn,1:55,2023 ,FR,přímý let,1
FR1427,Praha,Londýn,1:55,2023 ,FR,přímý let,1
FR1427,Praha,Londýn,1:55,2023 ,FR,přímý let,1
U26496,Mnichov,Londýn,2:05,2119 ,U2,přímý let,1
BA857,Praha,Londýn,1:55,2146 ,BA,přímý let,1
FR1427,Praha,Londýn,1:55,2223 ,FR,přímý let,1
FR1014,Praha,Londýn,1:55,2223 ,FR,přímý let,1
FR731,Vídeň,Londýn,2:15,2252 ,FR,přímý let,1
FR7348,Vídeň,Londýn,2:15,2252 ,FR,přímý let,1
FR7348,Vídeň,Londýn,2:15,2252 ,FR,přímý let,1
FR729,Vídeň,Londýn,2:15,2252 ,FR,přímý let,1
FR729,Vídeň,Londýn,2:15,2252 ,FR,přímý let,1
BA857,Praha,Londýn,1:55,2345 ,BA,přímý let,1
BA857,Praha,Londýn,2:00,2345 ,BA,přímý let,1
BA863,Praha,Londýn,2:10,2345 ,BA,přímý let,1
FR1427,Praha,Londýn,1:55,2423 ,FR,přímý let,1
BA399,Brusel,Londýn,1:20,2439 ,BA,přímý let,1
FR731,Vídeň,Londýn,2:15,2452 ,FR,přímý let,1
FR7348,Vídeň,Londýn,2:15,2452 ,FR,přímý let,1
FR729,Vídeň,Londýn,2:15,2477 ,FR,přímý let,1
BA947,Mnichov,Londýn,2:10,2506 ,BA,přímý let,1
FR1427,Praha,Londýn,1:55,2573 ,FR,přímý let,1
FR1427,Praha,Londýn,1:55,2573 ,FR,přímý let,1
FR1375,Praha,Londýn,1:55,2573 ,FR,přímý let,1
FR1427,Praha,Londýn,1:55,2573 ,FR,přímý let,1
FR1427,Praha,Londýn,1:55,2573 ,FR,přímý let,1
BA399,Brusel,Londýn,1:20,2576 ,BA,přímý let,1
BA947,Mnichov,Londýn,2:10,2647 ,BA,přímý let,1
FR7348,Vídeň,Londýn,2:15,2677 ,FR,přímý let,1
FR1014,Praha,Londýn,1:55,2703 ,FR,přímý let,1
BA883,Praha,Londýn,2:10,2719 ,BA,přímý let,1
FR1427,Praha,Londýn,1:55,2773 ,FR,přímý let,1
FR1014,Praha,Londýn,1:55,2773 ,FR,přímý let,1
FR731,Vídeň,Londýn,2:15,2802 ,FR,přímý let,1
FR7348,Vídeň,Londýn,2:15,2802 ,FR,přímý let,1
FR7348,Vídeň,Londýn,2:15,2802 ,FR,přímý let,1
FR729,Vídeň,Londýn,2:15,2802 ,FR,přímý let,1
FR729,Vídeň,Londýn,2:15,2802 ,FR,přímý let,1
U28638,Mnichov,Londýn,2:05,2861 ,U2,přímý let,1
BA853,Praha,Londýn,2:10,2943 ,BA,přímý let,1
FR731,Vídeň,Londýn,2:15,3001 ,FR,přímý let,1
FR7348,Vídeň,Londýn,2:15,3001 ,FR,přímý let,1
FR7348,Vídeň,Londýn,2:15,3076 ,FR,přímý let,1
BA883,Praha,Londýn,2:10,3077 ,BA,přímý let,1
BA853,Praha,Londýn,2:10,3077 ,BA,přímý let,1
BA953,Mnichov,Londýn,2:00,3095 ,BA,přímý let,1
FR1427,Praha,Londýn,1:55,3133 ,FR,přímý let,1
BA703,Vídeň,Londýn,2:20,3174 ,BA,přímý let,1
FR729,Vídeň,Londýn,2:15,3176 ,FR,přímý let,1
FR1427,Praha,Londýn,1:55,3203 ,FR,přímý let,1
FR7348,Vídeň,Londýn,2:15,3226 ,FR,přímý let,1
BA953,Mnichov,Londýn,2:00,3235 ,BA,přímý let,1
BA953,Mnichov,Londýn,2:00,3235 ,BA,přímý let,1
BA947,Mnichov,Londýn,2:10,3235 ,BA,přímý let,1
BA703,Vídeň,Londýn,2:20,3313 ,BA,přímý let,1
FR729,Vídeň,Londýn,2:15,3351 ,FR,přímý let,1
BA853,Praha,Londýn,2:10,3367 ,BA,přímý let,1
FR1014,Praha,Londýn,1:55,3403 ,FR,přímý let,1
BA857,Praha,Londýn,2:00,3441 ,BA,přímý let,1
VY8655,Praha,Londýn,16:30,3444 ,VY,1 přestup,1
W92601,Praha,Londýn,2:05,3473 ,W6,přímý let,1
FR2767,Praha,Madrid,3:05,2049 ,FR,přímý let,1
FR2767,Praha,Madrid,3:05,2549 ,FR,přímý let,1
FR2767,Praha,Madrid,3:05,2549 ,FR,přímý let,1
FR2767,Praha,Madrid,3:05,2749 ,FR,přímý let,1
IB808,Praha,Madrid,3:10,2865 ,IB,přímý let,1
IB808,Praha,Madrid,3:10,2918 ,IB,přímý let,1
IB810,Praha,Madrid,3:10,2918 ,IB,přímý let,1
FR689,Vídeň,Madrid,3:20,2928 ,FR,přímý let,1
QS1056,Praha,Madrid,3:00,3050 ,QS,přímý let,1
FR2767,Praha,Madrid,3:05,3129 ,FR,přímý let,1
IB748,Mnichov,Madrid,2:50,3141 ,IB,přímý let,1
IB748,Mnichov,Madrid,2:50,3186 ,IB,přímý let,1
IB812,Praha,Madrid,3:10,3217 ,IB,přímý let,1
IB812,Praha,Madrid,3:10,3217 ,IB,přímý let,1
FR2767,Praha,Madrid,3:05,3259 ,FR,přímý let,1
FR2767,Praha,Madrid,3:05,3259 ,FR,přímý let,1
FR2767,Praha,Madrid,3:05,3309 ,FR,přímý let,1
IB742,Mnichov,Madrid,2:50,3561 ,IB,přímý let,1
IB748,Mnichov,Madrid,2:50,3561 ,IB,přímý let,1
FR689,Vídeň,Madrid,3:20,3627 ,FR,přímý let,1
FR5377,Brusel,Madrid,2:25,3627 ,FR,přímý let,1
QS1056,Praha,Madrid,3:00,3675 ,QS,přímý let,1
QS1056,Praha,Madrid,3:00,3675 ,QS,přímý let,1
FR2767,Praha,Madrid,3:05,3809 ,FR,přímý let,1
FR2767,Praha,Madrid,3:05,3809 ,FR,přímý let,1
FR2767,Praha,Madrid,3:05,3839 ,FR,přímý let,1
QS1056,Praha,Madrid,3:00,3925 ,QS,přímý let,1
FR5377,Brusel,Madrid,2:25,3927 ,FR,přímý let,1
IB796,Vídeň,Madrid,3:10,3974 ,IB,přímý let,1
QS1056,Praha,Madrid,3:00,4000 ,QS,přímý let,1
IB810,Praha,Madrid,3:10,4029 ,IB,přímý let,1
IB810,Praha,Madrid,3:10,4040 ,IB,přímý let,1
IB808,Praha,Madrid,3:10,4040 ,IB,přímý let,1
IB1314,Mnichov,Madrid,2:50,4084 ,IB,přímý let,1
FR689,Vídeň,Madrid,3:20,4176 ,FR,přímý let,1
VY5125,Mnichov,Madrid,2:50,4201 ,VY,přímý let,1
JU315,Vídeň,Madrid,13:00,4203 ,JU,1 přestup,1
JU175,Praha,Madrid,20:30,4212 ,JU,1 přestup,1
JU171,Praha,Madrid,24:30,4212 ,JU,1 přestup,1
LH1693,Praha,Madrid,5:45,4249 ,LH,1 přestup,1
FR5377,Brusel,Madrid,2:25,4251 ,FR,přímý let,1
TP3367,Brusel,Madrid,10:00,4256 ,TP,1 přestup,1
FR5377,Brusel,Madrid,2:25,4326 ,FR,přímý let,1
FR2947,Brusel,Madrid,2:30,4351 ,FR,přímý let,1
SN3721,Brusel,Madrid,2:20,4367 ,LH,přímý let,1
FR2767,Praha,Madrid,3:05,4389 ,FR,přímý let,1
FR2767,Praha,Madrid,3:05,4389 ,FR,přímý let,1
LH1397,Praha,Madrid,5:20,4453 ,LH,1 přestup,1
IB748,Mnichov,Madrid,2:50,4486 ,IB,přímý let,1
FR689,Vídeň,Madrid,3:20,4501 ,FR,přímý let,1
FR689,Vídeň,Madrid,3:20,4501 ,FR,přímý let,1
IB796,Vídeň,Madrid,3:10,4573 ,IB,přímý let,1
VY5087,Mnichov,Madrid,2:50,4575 ,VY,přímý let,1
VY5125,Mnichov,Madrid,2:50,4575 ,VY,přímý let,1
FR5377,Brusel,Madrid,2:25,4626 ,FR,přímý let,1
IB748,Mnichov,Madrid,2:50,4683 ,IB,přímý let,1
IB742,Mnichov,Madrid,2:50,4683 ,IB,přímý let,1
IB748,Mnichov,Madrid,2:50,4683 ,IB,přímý let,1
FR2947,Brusel,Madrid,2:30,4701 ,FR,přímý let,1
JU311,Vídeň,Madrid,7:20,4702 ,JU,1 přestup,1
JU315,Vídeň,Madrid,20:20,4702 ,JU,1 přestup,1
JU311,Vídeň,Madrid,7:20,4702 ,JU,1 přestup,1
KM539,Praha,Madrid,17:10,4722 ,KM,1 přestup,1
TP647,Brusel,Madrid,18:25,4805 ,TP,1 přestup,1
TP647,Brusel,Madrid,11:10,4805 ,TP,1 přestup,1
TP643,Brusel,Madrid,8:25,4805 ,TP,1 přestup,1
FR5377,Brusel,Madrid,2:25,4876 ,FR,přímý let,1
TP643,Brusel,Madrid,25:10,4893 ,TP,1 přestup,1
FR2767,Praha,Madrid,3:05,4899 ,FR,přímý let,1
FR2767,Praha,Madrid,3:05,4899 ,FR,přímý let,1
QS1056,Praha,Madrid,3:00,4925 ,QS,přímý let,1
FR5377,Brusel,Madrid,2:25,4951 ,FR,přímý let,1
JU171,Praha,Madrid,7:50,4956 ,JU,1 přestup,1
VY5077,Vídeň,Madrid,3:10,4989 ,VY,přímý let,1
QS1056,Praha,Madrid,3:00,5050 ,QS,přímý let,1
FR2947,Brusel,Madrid,2:30,5051 ,FR,přímý let,1
LH1689,Praha,Madrid,4:35,5172 ,LH,1 přestup,1
IB798,Vídeň,Madrid,3:10,5172 ,IB,přímý let,1
FR5377,Brusel,Madrid,2:25,5176 ,FR,přímý let,1
FR689,Vídeň,Madrid,3:20,5201 ,FR,přímý let,1
FR689,Vídeň,Madrid,3:20,5201 ,FR,přímý let,1
QS1056,Praha,Madrid,3:00,5250 ,QS,přímý let,1
FR689,Vídeň,Madrid,3:20,5251 ,FR,přímý let,1
LH1800,Mnichov,Madrid,2:45,5339 ,LH,přímý let,1
SN2816,Praha,Madrid,5:00,5346 ,LH,1 přestup,1
LH1393,Praha,Madrid,5:50,5373 ,LH,1 přestup,1
FR2947,Brusel,Madrid,2:30,5400 ,FR,přímý let,1
LH1403,Praha,Madrid,6:15,5401 ,LH,1 přestup,1
AF1183,Praha,Madrid,18:55,5403 ,AF,1 přestup,1
IB742,Mnichov,Madrid,2:50,5407 ,IB,přímý let,1
FR2767,Praha,Madrid,3:05,2049 ,FR,přímý let,1
FR2767,Praha,Madrid,3:05,2549 ,FR,přímý let,1
FR2767,Praha,Madrid,3:05,2549 ,FR,přímý let,1
FR2767,Praha,Madrid,3:05,2749 ,FR,přímý let,1
IB808,Praha,Madrid,3:10,2865 ,IB,přímý let,1
IB808,Praha,Madrid,3:10,2918 ,IB,přímý let,1
IB810,Praha,Madrid,3:10,2918 ,IB,přímý let,1
FR689,Vídeň,Madrid,3:20,2928 ,FR,přímý let,1
